0.492957746,0.245454545,0.21686747,0.314589666,0.130057803,0.155709343,0.386363636,0.963444917,0.785340314,0.416666667,0.61971831,0.666666667
0.443661972,0.272727273,0.204819277,0.024316109,0.141618497,0.048442907,0.3,0.95670754,0.863874346,0.453703704,0.669014085,0.666666667
0.570422535,0.254545455,0.240963855,0.104863222,0.144508671,0.103806228,0.220454545,0.957766271,0.853403141,0.407407407,0.711267606,0.666666667
0.507042254,0.209090909,0.192771084,0.129179331,0.167630058,0.162629758,0.422727273,0.958247512,0.835078534,0.37037037,0.697183099,0.666666667
0.436619718,0.290909091,0.096385542,0.106382979,0.130057803,0.103806228,0.309090909,0.957573774,0.832460733,0.435185185,0.676056338,0.666666667
0.570422535,0.2,0.259036145,0.022796353,0.12716763,0.096885813,0.293181818,0.956515044,0.842931937,0.416666667,0.774647887,0.666666667
0.570422535,0.245454545,0.246987952,0.022036474,0.095375723,0.038062284,0.143181818,0.953627596,0.782722513,0.518518519,0.845070423,0.555555556
0.605633803,0.209090909,0.240963855,0.063829787,0.101156069,0.058823529,0.247727273,0.957381278,0.821989529,0.490740741,0.683098592,0.555555556
0.556338028,0.163636364,0.222891566,0.018237082,0.115606936,0.055363322,0.170454545,0.954782575,0.832460733,0.583333333,0.76056338,0.555555556
0.464788732,0.145454545,0.240963855,0.022796353,0.12716763,0.166089965,0.325,0.954012589,0.926701571,0.481481481,0.873239437,0.777777778
0.584507042,0.381818182,0.373493976,0.292553191,0.115606936,0.141868512,0.390909091,0.962674931,0.780104712,0.62037037,0.683098592,0.555555556
0.464788732,0.154545455,0.228915663,0.022796353,0.092485549,0.096885813,0.254545455,0.954205086,0.85078534,0.509259259,0.802816901,0.777777778
0.443661972,0.436363636,0.024096386,0.016717325,0.132947977,0.103806228,0.225,0.955552561,0.848167539,0.333333333,0.676056338,0.666666667
0.436619718,0.6,0.289156627,0.018237082,0.083815029,0.100346021,0.170454545,0.952087624,0.871727749,0.361111111,0.901408451,0.888888889
0.521126761,0.309090909,0.253012048,0.016717325,0.095375723,0.058823529,0.388636364,0.95449383,0.816753927,0.490740741,0.795774648,0.666666667
0.457746479,0.281818182,0.084337349,0.113981763,0.12716763,0.117647059,0.302272727,0.958151264,0.842931937,0.462962963,0.669014085,0.555555556
0.450704225,0.281818182,0.228915663,0.044072948,0.10982659,0.065743945,0.231818182,0.954012589,0.829842932,0.324074074,0.774647887,0.777777778
0.478873239,0.236363636,0.253012048,0.025835866,0.141618497,0.141868512,0.277272727,0.955745058,0.908376963,0.444444444,0.73943662,0.888888889
0.535211268,0.609090909,0.084337349,0.022796353,0.213872832,0.08650519,0.381818182,0.956418795,0.798429319,0.472222222,0.654929577,0.555555556
0.464788732,0.245454545,0.246987952,0.019756839,0.150289017,0.055363322,0.322727273,0.957766271,0.895287958,0.435185185,0.704225352,0.666666667
0.492957746,0.227272727,0.192771084,0.136778116,0.132947977,0.193771626,0.556818182,0.958151264,0.85078534,0.462962963,0.732394366,0.666666667
